anio,mes,ruta,clasificacion_vuelo,origen_localidad,origen_provincia,destino_localidad,destino_provincia,pasajeros,asientos,vuelos,factor_ocupacion
2017,1,Ciudad de Buenos Aires - Resistencia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,5281,6476,64,0.8155
2017,1,Ciudad de Buenos Aires - Rio Hondo,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rio Hondo,Santiago del Estero,130,336,7,0.3869
2017,1,Ciudad de Buenos Aires - Rosario,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rosario,Santa Fe,1734,2128,22,0.8148
2017,1,Ciudad de Buenos Aires - Río Cuarto,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Cuarto,Córdoba,1325,2496,27,0.5308
2017,1,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,9407,11793,91,0.7977
2017,1,Ciudad de Buenos Aires - Río Grande,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3700,3808,36,0.9716
2017,1,Ciudad de Buenos Aires - Río de Janeiro,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río de Janeiro,,19864,20740,122,0.9578
2017,1,Ciudad de Buenos Aires - Salta,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salta,Salta,33936,43364,276,0.7826
2017,1,Ciudad de Buenos Aires - San Carlos de Bariloche,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Carlos de Bariloche,Río Negro,50092,58755,367,0.8526
2017,1,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Fernando del Valle de Catamarca,Catamarca,1715,3072,33,0.5583
2017,1,Ciudad de Buenos Aires - San Juan,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Juan,San Juan,6509,9508,89,0.6846
2017,1,Ciudad de Buenos Aires - San Luis,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Luis,San Luis,3202,4368,46,0.7331
2017,1,Ciudad de Buenos Aires - San Martín de los Andes,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Martín de los Andes,Neuquén,5121,6024,44,0.8501
2017,1,Ciudad de Buenos Aires - San Miguel de Tucumán,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Miguel de Tucumán,Tucumán,24504,30585,208,0.8012
2017,1,Ciudad de Buenos Aires - San Rafael,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Rafael,Mendoza,2539,2976,31,0.8532
2017,1,Ciudad de Buenos Aires - San Salvador de Jujuy,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Salvador de Jujuy,Jujuy,7505,9082,86,0.8264
2017,1,Ciudad de Buenos Aires - Santa Cruz de la Sierra,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Cruz de la Sierra,,4043,4590,27,0.8808
2017,1,Ciudad de Buenos Aires - Santa Fe,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Fe,Santa Fe,2378,4393,45,0.5413
2017,1,Ciudad de Buenos Aires - Santa Rosa,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Rosa,La Pampa,1402,2448,29,0.5727
2017,1,Ciudad de Buenos Aires - Santiago,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santiago,,35097,40185,240,0.8734
2017,1,Ciudad de Buenos Aires - Santiago del Estero,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santiago del Estero,Santiago del Estero,2798,4352,47,0.6429
2017,1,Ciudad de Buenos Aires - Sunchales,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Sunchales,Santa Fe,9,20,2,0.45
2017,1,Ciudad de Buenos Aires - São Paulo,internacional,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,São Paulo,,44118,48342,280,0.9126
2017,1,Ciudad de Buenos Aires - Trelew,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trelew,Chubut,6551,7692,62,0.8517
2017,1,Ciudad de Buenos Aires - Ushuaia,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",25527,27592,176,0.9252
2017,1,Ciudad de Buenos Aires - Viedma,cabotaje,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Viedma,Río Negro,694,912,10,0.761
2017,1,Cochabamba - Ezeiza,internacional,Cochabamba,,Ezeiza,Buenos Aires,448,534,4,0.839
2017,1,Comodoro Rivadavia - Ciudad de Buenos Aires,cabotaje,Comodoro Rivadavia,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,18660,22332,164,0.8356
2017,1,Comodoro Rivadavia - El Calafate,cabotaje,Comodoro Rivadavia,Chubut,El Calafate,Santa Cruz,82,262,8,0.313
2017,1,Comodoro Rivadavia - Ezeiza,cabotaje,Comodoro Rivadavia,Chubut,Ezeiza,Buenos Aires,142,192,2,0.7396
2017,1,Comodoro Rivadavia - Neuquén,cabotaje,Comodoro Rivadavia,Chubut,Neuquén,Neuquén,3161,5195,32,0.6085
2017,1,Comodoro Rivadavia - Perito Moreno,cabotaje,Comodoro Rivadavia,Chubut,Perito Moreno,Santa Cruz,23,38,2,0.6053
2017,1,Comodoro Rivadavia - Puerto Madryn,cabotaje,Comodoro Rivadavia,Chubut,Puerto Madryn,Chubut,76,208,5,0.3654
2017,1,Comodoro Rivadavia - Río Gallegos,cabotaje,Comodoro Rivadavia,Chubut,Río Gallegos,Santa Cruz,916,1360,17,0.6735
2017,1,Comodoro Rivadavia - San Carlos de Bariloche,cabotaje,Comodoro Rivadavia,Chubut,San Carlos de Bariloche,Río Negro,63,123,5,0.5122
2017,1,Corrientes - Ciudad de Buenos Aires,cabotaje,Corrientes,Corrientes,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4347,5268,51,0.8252
2017,1,Corrientes - Puerto Iguazú,cabotaje,Corrientes,Corrientes,Puerto Iguazú,Misiones,162,170,1,0.9529
2017,1,Curitiba - Ciudad de Buenos Aires,internacional,Curitiba,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1690,2016,21,0.8383
2017,1,Córdoba - Asunción,internacional,Córdoba,Córdoba,Asunción,,2100,5382,18,0.3902
2017,1,Córdoba - Ciudad de Buenos Aires,cabotaje,Córdoba,Córdoba,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,45170,53357,371,0.8466
2017,1,Córdoba - El Calafate,cabotaje,Córdoba,Córdoba,El Calafate,Santa Cruz,1320,1673,13,0.789
2017,1,Córdoba - Ezeiza,cabotaje,Córdoba,Córdoba,Ezeiza,Buenos Aires,7779,9299,95,0.8365
2017,1,Córdoba - Florianópolis,internacional,Córdoba,Córdoba,Florianópolis,,1377,1440,12,0.9562
2017,1,Córdoba - Lima,internacional,Córdoba,Córdoba,Lima,,5975,6600,30,0.9053
2017,1,Córdoba - Maceió,internacional,Córdoba,Córdoba,Maceió,,504,507,3,0.9941
2017,1,Córdoba - Mar del Plata,cabotaje,Córdoba,Córdoba,Mar del Plata,Buenos Aires,2627,2976,32,0.8827
2017,1,Córdoba - Mendoza,cabotaje,Córdoba,Córdoba,Mendoza,Mendoza,5184,8150,61,0.6361
2017,1,Córdoba - Panamá,internacional,Córdoba,Córdoba,Panamá,,4537,4774,31,0.9504
2017,1,Córdoba - Porto Seguro,internacional,Córdoba,Córdoba,Porto Seguro,,1229,1352,8,0.909
2017,1,Córdoba - Puerto Iguazú,cabotaje,Córdoba,Córdoba,Puerto Iguazú,Misiones,1991,2186,22,0.9108
2017,1,Córdoba - Punta del Este,internacional,Córdoba,Córdoba,Punta del Este,,1082,1248,13,0.867
2017,1,Córdoba - Resistencia,cabotaje,Córdoba,Córdoba,Resistencia,Chaco,896,1248,13,0.7179
2017,1,Córdoba - Rosario,cabotaje,Córdoba,Córdoba,Rosario,Santa Fe,2027,3970,32,0.5106
2017,1,Córdoba - Río Cuarto,cabotaje,Córdoba,Córdoba,Río Cuarto,Córdoba,52,1776,21,0.0293
2017,1,Córdoba - Río de Janeiro,internacional,Córdoba,Córdoba,Río de Janeiro,,6069,6565,37,0.9244
2017,1,Córdoba - Salta,cabotaje,Córdoba,Córdoba,Salta,Salta,1504,1715,18,0.877
2017,1,Córdoba - Salvador,internacional,Córdoba,Córdoba,Salvador,,673,680,4,0.9897
2017,1,Córdoba - San Carlos de Bariloche,cabotaje,Córdoba,Córdoba,San Carlos de Bariloche,Río Negro,1569,2370,20,0.662
2017,1,Córdoba - San Miguel de Tucumán,cabotaje,Córdoba,Córdoba,San Miguel de Tucumán,Tucumán,871,1348,14,0.6461
2017,1,Córdoba - San Salvador de Jujuy,cabotaje,Córdoba,Córdoba,San Salvador de Jujuy,Jujuy,1338,1680,18,0.7964
2017,1,Córdoba - Santiago,internacional,Córdoba,Córdoba,Santiago,,12693,14116,77,0.8992
2017,1,Córdoba - São Paulo,internacional,Córdoba,Córdoba,São Paulo,,6984,7183,33,0.9723
2017,1,Córdoba - Ushuaia,cabotaje,Córdoba,Córdoba,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1558,1728,18,0.9016
2017,1,Dallas - Ezeiza,internacional,Dallas,,Ezeiza,Buenos Aires,1127,1445,5,0.7799
2017,1,Dallas-Fort Worth - Ezeiza,internacional,Dallas-Fort Worth,,Ezeiza,Buenos Aires,6416,7982,28,0.8038
2017,1,El Calafate - Ciudad de Buenos Aires,cabotaje,El Calafate,Santa Cruz,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,24790,27602,180,0.8981
2017,1,El Calafate - Comodoro Rivadavia,cabotaje,El Calafate,Santa Cruz,Comodoro Rivadavia,Chubut,55,130,4,0.4231
2017,1,El Calafate - Córdoba,cabotaje,El Calafate,Santa Cruz,Córdoba,Córdoba,1549,1913,16,0.8097
2017,1,El Calafate - Ezeiza,cabotaje,El Calafate,Santa Cruz,Ezeiza,Buenos Aires,3613,4161,32,0.8683
2017,1,El Calafate - Rosario,cabotaje,El Calafate,Santa Cruz,Rosario,Santa Fe,1041,1737,14,0.5993
2017,1,El Calafate - Río Gallegos,cabotaje,El Calafate,Santa Cruz,Río Gallegos,Santa Cruz,18,130,4,0.1385
2017,1,El Calafate - San Carlos de Bariloche,cabotaje,El Calafate,Santa Cruz,San Carlos de Bariloche,Río Negro,3576,5270,31,0.6786
2017,1,El Calafate - Ushuaia,cabotaje,El Calafate,Santa Cruz,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10783,13441,83,0.8022
2017,1,Esquel - Ciudad de Buenos Aires,cabotaje,Esquel,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2719,3401,27,0.7995
2017,1,Ezeiza - Amsterdam,internacional,Ezeiza,Buenos Aires,Amsterdam,,8864,9027,22,0.9819
2017,1,Ezeiza - Asunción,internacional,Ezeiza,Buenos Aires,Asunción,,9118,13396,92,0.6807
2017,1,Ezeiza - Atlanta,internacional,Ezeiza,Buenos Aires,Atlanta,,7831,8790,30,0.8909
2017,1,Ezeiza - Auckland,internacional,Ezeiza,Buenos Aires,Auckland,,4962,5436,18,0.9128
2017,1,Ezeiza - Barcelona,internacional,Ezeiza,Buenos Aires,Barcelona,,5841,6076,21,0.9613
2017,1,Ezeiza - Bogotá,internacional,Ezeiza,Buenos Aires,Bogotá,,16743,18028,72,0.9287
2017,1,Ezeiza - Brasilia,internacional,Ezeiza,Buenos Aires,Brasilia,,6719,6774,31,0.9919
2017,1,Ezeiza - Cancún,internacional,Ezeiza,Buenos Aires,Cancún,,5132,5241,18,0.9792
2017,1,Ezeiza - Caracas,internacional,Ezeiza,Buenos Aires,Caracas,,983,1146,4,0.8578
2017,1,Ezeiza - Cayo Coco,internacional,Ezeiza,Buenos Aires,Cayo Coco,,1217,1351,5,0.9008
2017,1,Ezeiza - Cochabamba,internacional,Ezeiza,Buenos Aires,Cochabamba,,396,396,3,1.0
2017,1,Ezeiza - Córdoba,cabotaje,Ezeiza,Buenos Aires,Córdoba,Córdoba,4878,5680,61,0.8588
2017,1,Ezeiza - Dallas-Fort Worth,internacional,Ezeiza,Buenos Aires,Dallas-Fort Worth,,8222,8597,30,0.9564
2017,1,Ezeiza - El Calafate,cabotaje,Ezeiza,Buenos Aires,El Calafate,Santa Cruz,4065,5313,32,0.7651
2017,1,Ezeiza - Florianópolis,internacional,Ezeiza,Buenos Aires,Florianópolis,,6801,8079,45,0.8418
2017,1,Ezeiza - Fortaleza,internacional,Ezeiza,Buenos Aires,Fortaleza,,612,717,4,0.8536
2017,1,Ezeiza - Frankfurt Am Main,internacional,Ezeiza,Buenos Aires,Frankfurt Am Main,,10834,11416,31,0.949
2017,1,Ezeiza - Houston,internacional,Ezeiza,Buenos Aires,Houston,,7682,7770,29,0.9887
2017,1,Ezeiza - Lima,internacional,Ezeiza,Buenos Aires,Lima,,40839,41884,214,0.9751
2017,1,Ezeiza - Londres,internacional,Ezeiza,Buenos Aires,Londres,,8270,8569,31,0.9651
2017,1,Ezeiza - Madrid,internacional,Ezeiza,Buenos Aires,Madrid,,37791,39631,125,0.9536
2017,1,Ezeiza - Mendoza,cabotaje,Ezeiza,Buenos Aires,Mendoza,Mendoza,3969,5808,64,0.6834
2017,1,Ezeiza - Miami,internacional,Ezeiza,Buenos Aires,Miami,,49149,52059,193,0.9441
2017,1,Ezeiza - Montevideo,internacional,Ezeiza,Buenos Aires,Montevideo,,3305,8794,47,0.3758
2017,1,Ezeiza - Munich,internacional,Ezeiza,Buenos Aires,Munich,,279,297,1,0.9394
2017,1,Ezeiza - México Df,internacional,Ezeiza,Buenos Aires,México Df,,12512,12899,49,0.97
2017,1,Ezeiza - Natal,internacional,Ezeiza,Buenos Aires,Natal,,675,726,4,0.9298
2017,1,Ezeiza - Nueva York,internacional,Ezeiza,Buenos Aires,Nueva York,,14683,15681,59,0.9364
2017,1,Ezeiza - Panamá,internacional,Ezeiza,Buenos Aires,Panamá,,9142,9394,61,0.9732
2017,1,Ezeiza - París,internacional,Ezeiza,Buenos Aires,París,,8502,8776,31,0.9688
2017,1,Ezeiza - Porlamar,internacional,Ezeiza,Buenos Aires,Porlamar,,2470,3144,6,0.7856
2017,1,Ezeiza - Porto Seguro,internacional,Ezeiza,Buenos Aires,Porto Seguro,,2262,2577,15,0.8778
2017,1,Ezeiza - Puerto Iguazú,cabotaje,Ezeiza,Buenos Aires,Puerto Iguazú,Misiones,3481,3985,31,0.8735
2017,1,Ezeiza - Punta Cana,internacional,Ezeiza,Buenos Aires,Punta Cana,,4629,4890,18,0.9466
2017,1,Ezeiza - Recife,internacional,Ezeiza,Buenos Aires,Recife,,1314,1413,8,0.9299
2017,1,Ezeiza - Resistencia,cabotaje,Ezeiza,Buenos Aires,Resistencia,Chaco,1017,1488,16,0.6835
2017,1,Ezeiza - Roma,internacional,Ezeiza,Buenos Aires,Roma,,13278,13988,48,0.9492
2017,1,Ezeiza - Rosario,cabotaje,Ezeiza,Buenos Aires,Rosario,Santa Fe,3289,6404,63,0.5136
2017,1,Ezeiza - Río Gallegos,cabotaje,Ezeiza,Buenos Aires,Río Gallegos,Santa Cruz,198,453,5,0.4371
2017,1,Ezeiza - Río Grande,cabotaje,Ezeiza,Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3243,3609,31,0.8986
2017,1,Ezeiza - Río de Janeiro,internacional,Ezeiza,Buenos Aires,Río de Janeiro,,34695,37956,204,0.9141
2017,1,Ezeiza - Salta,cabotaje,Ezeiza,Buenos Aires,Salta,Salta,2145,3096,33,0.6928
2017,1,Ezeiza - Salvador,internacional,Ezeiza,Buenos Aires,Salvador,,5916,6491,38,0.9114
2017,1,Ezeiza - San Carlos de Bariloche,cabotaje,Ezeiza,Buenos Aires,San Carlos de Bariloche,Río Negro,4850,6073,40,0.7986
2017,1,Ezeiza - San Juan,cabotaje,Ezeiza,Buenos Aires,San Juan,San Juan,81,83,1,0.9759
2017,1,Ezeiza - San Luis,cabotaje,Ezeiza,Buenos Aires,San Luis,San Luis,54,96,1,0.5625
2017,1,Ezeiza - Santa Cruz de la Sierra,internacional,Ezeiza,Buenos Aires,Santa Cruz de la Sierra,,8338,9134,56,0.9129
2017,1,Ezeiza - Santiago,internacional,Ezeiza,Buenos Aires,Santiago,,63223,76497,333,0.8265
2017,1,Ezeiza - São Paulo,internacional,Ezeiza,Buenos Aires,São Paulo,,40845,44000,190,0.9283
2017,1,Ezeiza - Trelew,cabotaje,Ezeiza,Buenos Aires,Trelew,Chubut,3417,5318,33,0.6425
2017,1,Ezeiza - Ushuaia,cabotaje,Ezeiza,Buenos Aires,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10081,12349,54,0.8163
2017,1,Florianópolis - Ciudad de Buenos Aires,internacional,Florianópolis,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,9144,12422,74,0.7361
2017,1,Florianópolis - Córdoba,internacional,Florianópolis,,Córdoba,Córdoba,1072,1272,11,0.8428
2017,1,Florianópolis - Ezeiza,internacional,Florianópolis,,Ezeiza,Buenos Aires,5274,7362,41,0.7164
2017,1,Florianópolis - Mendoza,internacional,Florianópolis,,Mendoza,Mendoza,364,680,4,0.5353
2017,1,Florianópolis - Rosario,internacional,Florianópolis,,Rosario,Santa Fe,410,512,4,0.8008
2017,1,Formosa - Ciudad de Buenos Aires,cabotaje,Formosa,Formosa,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4512,5040,53,0.8952
2017,1,Fortaleza - Ezeiza,internacional,Fortaleza,,Ezeiza,Buenos Aires,535,726,4,0.7369
2017,1,Frankfurt Am Main - Ezeiza,internacional,Frankfurt Am Main,,Ezeiza,Buenos Aires,9396,11045,30,0.8507
2017,1,Houston - Ezeiza,internacional,Houston,,Ezeiza,Buenos Aires,6944,8046,30,0.863
2017,1,Iquique - Salta,internacional,Iquique,,Salta,Salta,944,1218,7,0.775
2017,1,La Habana - Ezeiza,internacional,La Habana,,Ezeiza,Buenos Aires,940,1048,4,0.8969
2017,1,La Rioja - Ciudad de Buenos Aires,cabotaje,La Rioja,La Rioja,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1870,3168,37,0.5903
2017,1,La Rioja - San Fernando del Valle de Catamarca,cabotaje,La Rioja,La Rioja,San Fernando del Valle de Catamarca,Catamarca,522,1536,16,0.3398
2017,1,La Rioja - San Juan,cabotaje,La Rioja,La Rioja,San Juan,San Juan,78,83,1,0.9398
2017,1,Lima - Córdoba,internacional,Lima,,Córdoba,Córdoba,5473,6600,30,0.8292
2017,1,Lima - Ezeiza,internacional,Lima,,Ezeiza,Buenos Aires,37166,41842,214,0.8882
2017,1,Lima - Rosario,internacional,Lima,,Rosario,Santa Fe,3661,4584,31,0.7986
2017,1,Lima - Salta,internacional,Lima,,Salta,Salta,1860,2232,13,0.8333
2017,1,Londres - Ezeiza,internacional,Londres,,Ezeiza,Buenos Aires,7241,8569,31,0.845
2017,1,Maceió - Córdoba,internacional,Maceió,,Córdoba,Córdoba,498,505,3,0.9861
2017,1,Madrid - Ezeiza,internacional,Madrid,,Ezeiza,Buenos Aires,33220,38983,123,0.8522
2017,1,Mar del Plata - Ciudad de Buenos Aires,cabotaje,Mar del Plata,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,13859,16325,138,0.8489
2017,1,Mar del Plata - Córdoba,cabotaje,Mar del Plata,Buenos Aires,Córdoba,Córdoba,2418,3024,33,0.7996
2017,1,Mar del Plata - Mendoza,cabotaje,Mar del Plata,Buenos Aires,Mendoza,Mendoza,1097,1248,13,0.879
2017,1,Mar del Plata - Neuquén,cabotaje,Mar del Plata,Buenos Aires,Neuquén,Neuquén,213,225,8,0.9467
2017,1,Mar del Plata - Rosario,cabotaje,Mar del Plata,Buenos Aires,Rosario,Santa Fe,1072,1296,14,0.8272
2017,1,Mar del Plata - San Miguel de Tucumán,cabotaje,Mar del Plata,Buenos Aires,San Miguel de Tucumán,Tucumán,1682,2016,21,0.8343
2017,1,Mendoza - Ciudad de Buenos Aires,cabotaje,Mendoza,Mendoza,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,30537,39212,267,0.7788
2017,1,Mendoza - Córdoba,cabotaje,Mendoza,Mendoza,Córdoba,Córdoba,5231,7879,61,0.6639
2017,1,Mendoza - Ezeiza,cabotaje,Mendoza,Mendoza,Ezeiza,Buenos Aires,4821,6507,68,0.7409
2017,1,Mendoza - Florianópolis,internacional,Mendoza,Mendoza,Florianópolis,,611,680,4,0.8985
2017,1,Mendoza - Mar del Plata,cabotaje,Mendoza,Mendoza,Mar del Plata,Buenos Aires,1214,1248,13,0.9728
2017,1,Mendoza - Neuquén,cabotaje,Mendoza,Mendoza,Neuquén,Neuquén,2165,5270,31,0.4108
2017,1,Mendoza - Rosario,cabotaje,Mendoza,Mendoza,Rosario,Santa Fe,1465,2592,28,0.5652
2017,1,Mendoza - Río de Janeiro,internacional,Mendoza,Mendoza,Río de Janeiro,,625,735,4,0.8503
2017,1,Mendoza - Salta,cabotaje,Mendoza,Mendoza,Salta,Salta,854,1632,17,0.5233
2017,1,Mendoza - San Carlos de Bariloche,cabotaje,Mendoza,Mendoza,San Carlos de Bariloche,Río Negro,3,165,1,0.0182
2017,1,Mendoza - Santiago,internacional,Mendoza,Mendoza,Santiago,,16290,18642,110,0.8738
2017,1,Mendoza - São Paulo,internacional,Mendoza,Mendoza,São Paulo,,1444,1620,9,0.8914
2017,1,Miami - Ezeiza,internacional,Miami,,Ezeiza,Buenos Aires,42647,51994,193,0.8202
2017,1,Montevideo - Ciudad de Buenos Aires,internacional,Montevideo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,6978,10498,112,0.6647
2017,1,Montevideo - Ezeiza,internacional,Montevideo,,Ezeiza,Buenos Aires,3418,8408,47,0.4065
2017,1,Montevideo - Puerto Iguazú,internacional,Montevideo,,Puerto Iguazú,Misiones,238,336,2,0.7083
2017,1,Munich - Ezeiza,internacional,Munich,,Ezeiza,Buenos Aires,259,297,1,0.8721
2017,1,México Df - Ezeiza,internacional,México Df,,Ezeiza,Buenos Aires,9727,12673,48,0.7675
2017,1,Natal - Ezeiza,internacional,Natal,,Ezeiza,Buenos Aires,423,531,3,0.7966
2017,1,Neuquén - Ciudad de Buenos Aires,cabotaje,Neuquén,Neuquén,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,26776,30986,224,0.8641
2017,1,Neuquén - Comodoro Rivadavia,cabotaje,Neuquén,Neuquén,Comodoro Rivadavia,Chubut,3260,5403,38,0.6034
2017,1,Neuquén - Ezeiza,cabotaje,Neuquén,Neuquén,Ezeiza,Buenos Aires,402,638,4,0.6301
2017,1,Neuquén - Mar del Plata,cabotaje,Neuquén,Neuquén,Mar del Plata,Buenos Aires,131,136,4,0.9632
2017,1,Neuquén - Mendoza,cabotaje,Neuquén,Neuquén,Mendoza,Mendoza,2018,5270,31,0.3829
2017,1,Neuquén - San Carlos de Bariloche,cabotaje,Neuquén,Neuquén,San Carlos de Bariloche,Río Negro,78,79,4,0.9873
2017,1,Neuquén - San Martín de los Andes,cabotaje,Neuquén,Neuquén,San Martín de los Andes,Neuquén,4,21,3,0.1905
2017,1,Nueva York - Ezeiza,internacional,Nueva York,,Ezeiza,Buenos Aires,12004,16199,61,0.741
2017,1,Panama City - Ezeiza,internacional,Panama City,,Ezeiza,Buenos Aires,152,154,1,0.987
2017,1,Panamá - Córdoba,internacional,Panamá,,Córdoba,Córdoba,3859,4774,31,0.8083
2017,1,Panamá - Ezeiza,internacional,Panamá,,Ezeiza,Buenos Aires,8727,10164,66,0.8586
2017,1,Panamá - Rosario,internacional,Panamá,,Rosario,Santa Fe,3579,4774,31,0.7497
2017,1,Paraná - Ciudad de Buenos Aires,cabotaje,Paraná,Entre Ríos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1574,2400,26,0.6558
2017,1,París - Ezeiza,internacional,París,,Ezeiza,Buenos Aires,8092,8776,31,0.9221
2017,1,Perito Moreno - Comodoro Rivadavia,cabotaje,Perito Moreno,Santa Cruz,Comodoro Rivadavia,Chubut,2,20,2,0.1
2017,1,Perito Moreno - El Calafate,cabotaje,Perito Moreno,Santa Cruz,El Calafate,Santa Cruz,5,38,2,0.1316
2017,1,Porto Alegre - Ciudad de Buenos Aires,internacional,Porto Alegre,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2243,2912,30,0.7703
2017,1,Porto Seguro - Ciudad de Buenos Aires,internacional,Porto Seguro,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,287,340,2,0.8441
2017,1,Porto Seguro - Córdoba,internacional,Porto Seguro,,Córdoba,Córdoba,897,1016,6,0.8829
2017,1,Porto Seguro - Ezeiza,internacional,Porto Seguro,,Ezeiza,Buenos Aires,2143,2751,16,0.779
2017,1,Posadas - Ciudad de Buenos Aires,cabotaje,Posadas,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7168,8036,83,0.892
2017,1,Posadas - Córdoba,cabotaje,Posadas,Misiones,Córdoba,Córdoba,48,48,1,1.0
2017,1,Posadas - Ezeiza,cabotaje,Posadas,Misiones,Ezeiza,Buenos Aires,118,133,2,0.8872
2017,1,Puerto Argentino - Río Gallegos,cabotaje,Puerto Argentino,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Gallegos,Santa Cruz,55,144,1,0.3819
2017,1,Puerto Iguazú - Ciudad de Buenos Aires,cabotaje,Puerto Iguazú,Misiones,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,36784,46121,304,0.7976
2017,1,Puerto Iguazú - Córdoba,cabotaje,Puerto Iguazú,Misiones,Córdoba,Córdoba,1626,2137,23,0.7609
2017,1,Puerto Iguazú - Ezeiza,cabotaje,Puerto Iguazú,Misiones,Ezeiza,Buenos Aires,3110,3926,31,0.7922
2017,1,Puerto Iguazú - Posadas,cabotaje,Puerto Iguazú,Misiones,Posadas,Misiones,78,96,1,0.8125
2017,1,Puerto Iguazú - Rosario,cabotaje,Puerto Iguazú,Misiones,Rosario,Santa Fe,979,1792,19,0.5463
2017,1,Puerto Iguazú - Salta,cabotaje,Puerto Iguazú,Misiones,Salta,Salta,1285,1632,17,0.7874
