anio,mes,ruta,clasificacion_vuelo,aerolinea,origen_localidad,origen_provincia,destino_localidad,destino_provincia,pasajeros,asientos,vuelos,factor_ocupacion
2025,8,Santiago del Estero - Ciudad de Buenos Aires,cabotaje,Flybondi,Santiago del Estero,Santiago del Estero,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3698,4350,26,0.8501
2025,8,Santiago del Estero - Ezeiza,cabotaje,Aerolíneas Argentinas,Santiago del Estero,Santiago del Estero,Ezeiza,Buenos Aires,932,1196,11,0.7793
2025,8,Santiago del Estero - Ezeiza,cabotaje,Flybondi,Santiago del Estero,Santiago del Estero,Ezeiza,Buenos Aires,392,473,3,0.8288
2025,8,São Paulo - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,18514,22844,132,0.8105
2025,8,São Paulo - Ciudad de Buenos Aires,internacional,Flybondi,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3340,4347,23,0.7683
2025,8,São Paulo - Ciudad de Buenos Aires,internacional,Gol Transportes Aéreos,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,22569,26690,145,0.8456
2025,8,São Paulo - Ciudad de Buenos Aires,internacional,JetSMART Airlines,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,186,186,1,1.0
2025,8,São Paulo - Ciudad de Buenos Aires,internacional,LATAM,São Paulo,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,22492,25332,147,0.8879
2025,8,São Paulo - Córdoba,internacional,Gol Transportes Aéreos,São Paulo,,Córdoba,Córdoba,1906,2362,13,0.8069
2025,8,São Paulo - Ezeiza,internacional,Aerolíneas Argentinas,São Paulo,,Ezeiza,Buenos Aires,123,170,1,0.7235
2025,8,São Paulo - Ezeiza,internacional,Air Canada,São Paulo,,Ezeiza,Buenos Aires,3050,4172,14,0.7311
2025,8,São Paulo - Ezeiza,internacional,British Airways,São Paulo,,Ezeiza,Buenos Aires,279,547,2,0.5101
2025,8,São Paulo - Ezeiza,internacional,Emirates Airline,São Paulo,,Ezeiza,Buenos Aires,244,354,1,0.6893
2025,8,São Paulo - Ezeiza,internacional,Ethiopian Airlines,São Paulo,,Ezeiza,Buenos Aires,6060,10272,32,0.59
2025,8,São Paulo - Ezeiza,internacional,Flybondi,São Paulo,,Ezeiza,Buenos Aires,530,756,4,0.7011
2025,8,São Paulo - Ezeiza,internacional,Gol Transportes Aéreos,São Paulo,,Ezeiza,Buenos Aires,1875,2409,13,0.7783
2025,8,São Paulo - Ezeiza,internacional,JetSMART Airlines,São Paulo,,Ezeiza,Buenos Aires,264,426,2,0.6197
2025,8,São Paulo - Ezeiza,internacional,LATAM,São Paulo,,Ezeiza,Buenos Aires,5236,6264,35,0.8359
2025,8,São Paulo - Ezeiza,internacional,Swiss International Air Lines,São Paulo,,Ezeiza,Buenos Aires,1347,3060,9,0.4402
2025,8,São Paulo - Ezeiza,internacional,Turkish Airlines,São Paulo,,Ezeiza,Buenos Aires,6360,9870,30,0.6444
2025,8,São Paulo - Mendoza,internacional,Azul Linhas Aereas Brasileiras,São Paulo,,Mendoza,Mendoza,1208,1740,10,0.6943
2025,8,São Paulo - Mendoza,internacional,Gol Transportes Aéreos,São Paulo,,Mendoza,Mendoza,2836,3498,19,0.8107
2025,8,São Paulo - Mendoza,internacional,LATAM,São Paulo,,Mendoza,Mendoza,2918,4122,24,0.7079
2025,8,São Paulo - Salta,internacional,Aerolíneas Argentinas,São Paulo,,Salta,Salta,372,869,5,0.4281
2025,8,São Paulo - San Carlos de Bariloche,internacional,Aerolíneas Argentinas,São Paulo,,San Carlos de Bariloche,Río Negro,4230,5368,31,0.788
2025,8,São Paulo - San Carlos de Bariloche,internacional,Azul Linhas Aereas Brasileiras,São Paulo,,San Carlos de Bariloche,Río Negro,1871,2262,13,0.8271
2025,8,São Paulo - San Carlos de Bariloche,internacional,Gol Transportes Aéreos,São Paulo,,San Carlos de Bariloche,Río Negro,1484,1860,10,0.7978
2025,8,São Paulo - San Carlos de Bariloche,internacional,LATAM,São Paulo,,San Carlos de Bariloche,Río Negro,4242,5554,31,0.7638
2025,8,Trelew - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Trelew,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,7750,8674,65,0.8935
2025,8,Trelew - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Trelew,Chubut,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3404,4092,22,0.8319
2025,8,Trelew - Ezeiza,cabotaje,Aerolíneas Argentinas,Trelew,Chubut,Ezeiza,Buenos Aires,724,798,6,0.9073
2025,8,Ushuaia - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,20985,22695,139,0.9247
2025,8,Ushuaia - Ciudad de Buenos Aires,cabotaje,Flybondi,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2842,3497,19,0.8127
2025,8,Ushuaia - Ciudad de Buenos Aires,cabotaje,JetSMART Airlines,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3135,3828,21,0.819
2025,8,Ushuaia - Córdoba,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,Córdoba,776,850,6,0.9129
2025,8,Ushuaia - El Calafate,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Calafate,Santa Cruz,3794,5129,31,0.7397
2025,8,Ushuaia - El Calafate,cabotaje,Flybondi,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Calafate,Santa Cruz,893,1701,9,0.525
2025,8,Ushuaia - El Calafate,cabotaje,LADE - Líneas Aéreas Del Estado,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",El Calafate,Santa Cruz,2,38,2,0.0526
2025,8,Ushuaia - Ezeiza,cabotaje,Aerolíneas Argentinas,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,8740,9758,60,0.8957
2025,8,Ushuaia - Ezeiza,cabotaje,Flybondi,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,1827,2269,13,0.8052
2025,8,Ushuaia - Ezeiza,cabotaje,JetSMART Airlines,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ezeiza,Buenos Aires,1392,1767,10,0.7878
2025,8,Ushuaia - Río Gallegos,cabotaje,LADE - Líneas Aéreas Del Estado,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Gallegos,Santa Cruz,33,109,8,0.3028
2025,8,Ushuaia - Río Grande,cabotaje,LADE - Líneas Aéreas Del Estado,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,10,1,0.3
2025,8,Viedma - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Viedma,Río Negro,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1380,1584,17,0.8712
2025,9,Amsterdam - Ezeiza,internacional,KLM,Amsterdam,,Ezeiza,Buenos Aires,7225,8820,30,0.8192
2025,9,Asunción - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Asunción,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,5151,5938,52,0.8675
2025,9,Asunción - Ciudad de Buenos Aires,internacional,JetSMART Airlines,Asunción,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,3651,4836,26,0.755
2025,9,Asunción - Ciudad de Buenos Aires,internacional,Paranair,Asunción,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1429,2300,46,0.6213
2025,9,Asunción - Córdoba,internacional,Paranair,Asunción,,Córdoba,Córdoba,457,850,17,0.5376
2025,9,Asunción - Ezeiza,internacional,Arajet,Asunción,,Ezeiza,Buenos Aires,185,185,1,1.0
2025,9,Asunción - Salta,internacional,Paranair,Asunción,,Salta,Salta,204,350,7,0.5829
2025,9,Asunción - San Salvador de Jujuy,internacional,Paranair,Asunción,,San Salvador de Jujuy,Jujuy,145,400,8,0.3625
2025,9,Atlanta - Ezeiza,internacional,Delta Air Lines,Atlanta,,Ezeiza,Buenos Aires,6766,7622,28,0.8877
2025,9,Bahía Blanca - Ciudad de Buenos Aires,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,9077,10593,91,0.8569
2025,9,Bahía Blanca - Ezeiza,cabotaje,Aerolíneas Argentinas,Bahía Blanca,Buenos Aires,Ezeiza,Buenos Aires,1049,1262,12,0.8312
2025,9,Bahía Blanca - Mar del Plata,cabotaje,LADE - Líneas Aéreas Del Estado,Bahía Blanca,Buenos Aires,Mar del Plata,Buenos Aires,15,66,2,0.2273
2025,9,Bahía Blanca - San Carlos de Bariloche,cabotaje,LADE - Líneas Aéreas Del Estado,Bahía Blanca,Buenos Aires,San Carlos de Bariloche,Río Negro,50,88,3,0.5682
2025,9,Barcelona - Ezeiza,internacional,Level,Barcelona,,Ezeiza,Buenos Aires,7474,7942,26,0.9411
2025,9,Belo Horizonte - Ciudad de Buenos Aires,internacional,Gol Transportes Aéreos,Belo Horizonte,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1122,1479,8,0.7586
2025,9,Bogotá - Ciudad de Buenos Aires,internacional,Aerolíneas Argentinas,Bogotá,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,2971,4050,30,0.7336
2025,9,Bogotá - Ciudad de Buenos Aires,internacional,Avianca,Bogotá,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,4586,5533,30,0.8288
2025,9,Bogotá - Córdoba,internacional,Avianca,Bogotá,,Córdoba,Córdoba,1600,2106,12,0.7597
2025,9,Bogotá - Ezeiza,internacional,Avianca,Bogotá,,Ezeiza,Buenos Aires,15184,19001,71,0.7991
2025,9,Brasilia - Ciudad de Buenos Aires,internacional,Gol Transportes Aéreos,Brasilia,,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,1587,2027,11,0.7829
2025,9,Brasilia - Ezeiza,internacional,Gol Transportes Aéreos,Brasilia,,Ezeiza,Buenos Aires,2289,3144,17,0.7281
2025,9,Cancún - Ezeiza,internacional,Aerolíneas Argentinas,Cancún,,Ezeiza,Buenos Aires,2789,3484,13,0.8005
2025,9,Ciudad de Buenos Aires - Asunción,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Asunción,,5040,5938,52,0.8488
2025,9,Ciudad de Buenos Aires - Asunción,internacional,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Asunción,,3507,4836,26,0.7252
2025,9,Ciudad de Buenos Aires - Asunción,internacional,Paranair,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Asunción,,1270,2300,46,0.5522
2025,9,Ciudad de Buenos Aires - Bahía Blanca,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bahía Blanca,Buenos Aires,9840,11320,97,0.8693
2025,9,Ciudad de Buenos Aires - Belo Horizonte,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Belo Horizonte,,1110,1479,8,0.7505
2025,9,Ciudad de Buenos Aires - Bogotá,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bogotá,,2751,4050,30,0.6793
2025,9,Ciudad de Buenos Aires - Bogotá,internacional,Avianca,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Bogotá,,4202,5345,29,0.7862
2025,9,Ciudad de Buenos Aires - Brasilia,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Brasilia,,3188,3869,21,0.824
2025,9,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,12581,15537,124,0.8097
2025,9,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,1107,1512,8,0.7321
2025,9,Ciudad de Buenos Aires - Comodoro Rivadavia,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comodoro Rivadavia,Chubut,4390,5580,30,0.7867
2025,9,Ciudad de Buenos Aires - Corrientes,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corrientes,Corrientes,3528,4317,39,0.8172
2025,9,Ciudad de Buenos Aires - Corrientes,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Corrientes,Corrientes,6619,8222,44,0.805
2025,9,Ciudad de Buenos Aires - Curitiba,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Curitiba,,2041,2575,15,0.7926
2025,9,Ciudad de Buenos Aires - Córdoba,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Córdoba,Córdoba,29238,31999,254,0.9137
2025,9,Ciudad de Buenos Aires - Córdoba,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Córdoba,Córdoba,10548,14081,75,0.7491
2025,9,Ciudad de Buenos Aires - Córdoba,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Córdoba,Córdoba,20251,23400,114,0.8654
2025,9,Ciudad de Buenos Aires - El Calafate,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,El Calafate,Santa Cruz,15860,17136,103,0.9255
2025,9,Ciudad de Buenos Aires - Esquel,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Esquel,Chubut,3844,4853,29,0.7921
2025,9,Ciudad de Buenos Aires - Esquel,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Esquel,Chubut,77,95,1,0.8105
2025,9,Ciudad de Buenos Aires - Florianópolis,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Florianópolis,,4448,5526,30,0.8049
2025,9,Ciudad de Buenos Aires - Florianópolis,internacional,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Florianópolis,,1734,2232,12,0.7769
2025,9,Ciudad de Buenos Aires - Formosa,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Formosa,Formosa,4113,4944,52,0.8319
2025,9,Ciudad de Buenos Aires - Fortaleza,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fortaleza,,614,744,4,0.8253
2025,9,Ciudad de Buenos Aires - La Rioja,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,La Rioja,La Rioja,3134,4064,42,0.7712
2025,9,Ciudad de Buenos Aires - Lima,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Lima,,4017,5150,30,0.78
2025,9,Ciudad de Buenos Aires - Lima,internacional,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Lima,,4472,5580,30,0.8014
2025,9,Ciudad de Buenos Aires - Lima,internacional,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Lima,,8044,9570,57,0.8405
2025,9,Ciudad de Buenos Aires - Lima,internacional,Sky Airline,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Lima,,3381,4092,22,0.8262
2025,9,Ciudad de Buenos Aires - Mar del Plata,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mar del Plata,Buenos Aires,8802,10612,90,0.8294
2025,9,Ciudad de Buenos Aires - Mar del Plata,cabotaje,LADE - Líneas Aéreas Del Estado,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mar del Plata,Buenos Aires,1,22,1,0.0455
2025,9,Ciudad de Buenos Aires - Mendoza,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mendoza,Mendoza,24932,29559,216,0.8435
2025,9,Ciudad de Buenos Aires - Mendoza,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mendoza,Mendoza,7624,10020,56,0.7609
2025,9,Ciudad de Buenos Aires - Mendoza,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mendoza,Mendoza,21216,24519,115,0.8653
2025,9,Ciudad de Buenos Aires - Merlo,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Merlo,San Luis,573,768,8,0.7461
2025,9,Ciudad de Buenos Aires - Montevideo,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Montevideo,,7086,9944,85,0.7126
2025,9,Ciudad de Buenos Aires - Neuquén,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,18383,21064,147,0.8727
2025,9,Ciudad de Buenos Aires - Neuquén,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,4667,5859,31,0.7966
2025,9,Ciudad de Buenos Aires - Neuquén,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Neuquén,Neuquén,14393,16227,88,0.887
2025,9,Ciudad de Buenos Aires - Paraná,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Paraná,Entre Ríos,1598,1968,22,0.812
2025,9,Ciudad de Buenos Aires - Porto Alegre,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Porto Alegre,,2398,3129,19,0.7664
2025,9,Ciudad de Buenos Aires - Porto Alegre,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Porto Alegre,,1280,2205,12,0.5805
2025,9,Ciudad de Buenos Aires - Porto Alegre,internacional,LATAM,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Porto Alegre,,1656,2400,14,0.69
2025,9,Ciudad de Buenos Aires - Porto Seguro,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Porto Seguro,,926,1058,6,0.8752
2025,9,Ciudad de Buenos Aires - Posadas,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Posadas,Misiones,7572,8654,81,0.875
2025,9,Ciudad de Buenos Aires - Posadas,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Posadas,Misiones,6092,7749,41,0.7862
2025,9,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,20731,23975,162,0.8647
2025,9,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,8298,10018,54,0.8283
2025,9,Ciudad de Buenos Aires - Puerto Iguazú,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Iguazú,Misiones,16365,19983,96,0.8189
2025,9,Ciudad de Buenos Aires - Puerto Madryn,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Madryn,Chubut,6708,7359,47,0.9115
2025,9,Ciudad de Buenos Aires - Puerto Madryn,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Puerto Madryn,Chubut,2115,2742,16,0.7713
2025,9,Ciudad de Buenos Aires - Punta del Este,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Punta del Este,,1475,1876,18,0.7862
2025,9,Ciudad de Buenos Aires - Recife,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Recife,,1247,1488,8,0.838
2025,9,Ciudad de Buenos Aires - Resistencia,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,6288,7216,69,0.8714
2025,9,Ciudad de Buenos Aires - Resistencia,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Resistencia,Chaco,3262,3906,21,0.8351
2025,9,Ciudad de Buenos Aires - Rio Hondo,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rio Hondo,Santiago del Estero,605,768,8,0.7878
2025,9,Ciudad de Buenos Aires - Rosario,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Rosario,Santa Fe,3592,4617,37,0.778
2025,9,Ciudad de Buenos Aires - Río Gallegos,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Gallegos,Santa Cruz,158,170,2,0.9294
2025,9,Ciudad de Buenos Aires - Río Grande,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5589,6692,42,0.8352
2025,9,Ciudad de Buenos Aires - Río de Janeiro,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río de Janeiro,,15040,17472,102,0.8608
2025,9,Ciudad de Buenos Aires - Río de Janeiro,internacional,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río de Janeiro,,593,756,4,0.7844
2025,9,Ciudad de Buenos Aires - Río de Janeiro,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río de Janeiro,,8080,9128,50,0.8852
2025,9,Ciudad de Buenos Aires - Río de Janeiro,internacional,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Río de Janeiro,,9147,11136,59,0.8214
2025,9,Ciudad de Buenos Aires - Salta,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salta,Salta,15015,17672,130,0.8496
2025,9,Ciudad de Buenos Aires - Salta,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salta,Salta,5415,6710,36,0.807
2025,9,Ciudad de Buenos Aires - Salta,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salta,Salta,10373,12438,64,0.834
2025,9,Ciudad de Buenos Aires - Salvador,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salvador,,2680,3157,18,0.8489
2025,9,Ciudad de Buenos Aires - Salvador,internacional,Gol Transportes Aéreos,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Salvador,,1651,2409,13,0.6853
2025,9,Ciudad de Buenos Aires - San Carlos de Bariloche,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Carlos de Bariloche,Río Negro,29210,34700,205,0.8418
2025,9,Ciudad de Buenos Aires - San Carlos de Bariloche,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Carlos de Bariloche,Río Negro,7527,10305,59,0.7304
2025,9,Ciudad de Buenos Aires - San Carlos de Bariloche,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Carlos de Bariloche,Río Negro,15622,19278,94,0.8104
2025,9,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Fernando del Valle de Catamarca,Catamarca,3296,4089,43,0.8061
2025,9,Ciudad de Buenos Aires - San Juan,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Juan,San Juan,5174,5595,54,0.9248
2025,9,Ciudad de Buenos Aires - San Juan,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Juan,San Juan,2741,3213,17,0.8531
2025,9,Ciudad de Buenos Aires - San Luis,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Luis,San Luis,2624,2880,31,0.9111
2025,9,Ciudad de Buenos Aires - San Martín de los Andes,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Martín de los Andes,Neuquén,5877,8031,48,0.7318
2025,9,Ciudad de Buenos Aires - San Martín de los Andes,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Martín de los Andes,Neuquén,74,95,1,0.7789
2025,9,Ciudad de Buenos Aires - San Martín de los Andes,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Martín de los Andes,Neuquén,5737,7812,44,0.7344
2025,9,Ciudad de Buenos Aires - San Miguel de Tucumán,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Miguel de Tucumán,Tucumán,11714,13339,103,0.8782
2025,9,Ciudad de Buenos Aires - San Miguel de Tucumán,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Miguel de Tucumán,Tucumán,6434,7751,43,0.8301
2025,9,Ciudad de Buenos Aires - San Miguel de Tucumán,cabotaje,JetSMART Airlines,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Miguel de Tucumán,Tucumán,6636,7989,42,0.8306
2025,9,Ciudad de Buenos Aires - San Rafael,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Rafael,Mendoza,2445,2962,30,0.8255
2025,9,Ciudad de Buenos Aires - San Salvador de Jujuy,cabotaje,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Salvador de Jujuy,Jujuy,7516,8758,68,0.8582
2025,9,Ciudad de Buenos Aires - San Salvador de Jujuy,cabotaje,Flybondi,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,San Salvador de Jujuy,Jujuy,6233,7657,43,0.814
2025,9,Ciudad de Buenos Aires - Santa Cruz de la Sierra,internacional,Aerolíneas Argentinas,Ciudad de Buenos Aires,Ciudad Autónoma de Buenos Aires,Santa Cruz de la Sierra,,623,905,9,0.6884
